grp1,grp1_size,grp2,grp2_size,grp3,grp3_size,p-value
25-34_Horror,30,Adventure,32,F_35-44_Drama,29,0.02024276604929144
F_Long_Drama,30,F,27,F_35-44_lawyer_Comedy,25,0.03370544516948123
M_Long_Horror,31,18-24_other,34,F_lawyer_Drama,29,0.00011353837796250718
<18,25,F,27,35-44_Drama,30,0.01785497389190641
M_25-34_Long_Action,46,35-44_Comedy,49,Long_Drama,41,2.7514310087028863e-05
M_Horror,31,M_18-24_other_Long,31,F_lawyer_Comedy,25,0.0063240157884010125
M_scientist_Long,30,35-44_programmer,31,35-44_lawyer_Long_Comedy,25,0.04322090991507979
25-34_Horror,30,F,27,35-44_Comedy,26,0.04175105978496972
<18_K-12 student_Long,25,18-24_college-grad student_Long,29,F_35-44_Long_Comedy,26,0.03025321784384257
Long_War,25,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,3.1601619740961346e-06
M_academic-educator,31,35-44_programmer,31,F_Long_Drama,32,2.4468178759418648e-05
M_25-34_scientist,30,M_35-44_programmer,31,lawyer_Comedy,25,0.04322090991507979
M_other_Horror,25,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.012634484133005611
Long_War,25,programmer,36,35-44_Drama,30,0.025063520691730377
25-34_Horror,30,F_Long,27,35-44_lawyer_Drama,29,0.0036873381391242356
M_Long_Sci-Fi,24,18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.025475413582290274
F_<18_Long,25,18-24_college-grad student,29,lawyer_Long_Comedy,25,0.02769955092811976
M_Long_Comedy,29,35-44_Long_Drama,22,F_35-44_lawyer_Long_Comedy,25,0.03161394238419402
Long_Drama,80,college-grad student,112,35-44_lawyer_Long,86,3.9345991678138136e-05
M_Comedy,29,F_Long,27,F_35-44_lawyer_Comedy,25,0.030575339060287494
M_25-34_Long_Sci-Fi,22,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.019001813584591104
F_Long_Action,21,F_Long,27,35-44_lawyer_Long_Comedy,25,0.044062146761682956
M_18-24_Long,23,35-44_programmer_Long,31,35-44_lawyer_Comedy,25,0.03864873425651719
M_25-34_scientist,30,M_25-34_Comedy,23,lawyer_Long_Comedy,25,0.04549048847226462
Long_Thriller,26,F,27,F_35-44_lawyer_Comedy,25,0.03343244474888033
25-34_executive-managerial_Long,54,35-44_scientist_Comedy,43,Long_Drama,41,4.953981660065278e-07
35-44_academic-educator_Long,27,35-44_programmer,31,35-44_lawyer_Comedy,25,0.026898211912384513
25-34_other_Horror,24,Long_Adventure,32,F_35-44_lawyer_Long_Drama,29,0.03802656920807688
M_35-44,24,M_programmer_Long,36,F_35-44_lawyer_Long_Comedy,25,0.0011553798879467383
Long_Comedy,47,scientist_Comedy,44,Drama,41,0.02704346923716805
M_Horror,31,M_Long_Adventure,29,35-44_Drama,30,0.031753520132434786
M_18-24_Long,23,M_18-24_college-grad student,29,F_35-44_Comedy,26,0.000452289104008224
25-34_other_Horror,24,F_Long,27,F_Comedy,28,0.04620403258938128
F_<18_K-12 student,25,F,27,35-44_Long_Drama,30,0.01785497389190641
25-34_Long_Horror,30,F,27,35-44_lawyer_Drama,29,0.0036873381391242356
M_other_Horror,25,18-24_other_Long,31,F_lawyer_Drama,29,0.00042366758893734493
25-34_other_Long_Horror,24,M_18-24_college-grad student,29,lawyer_Long_Comedy,25,0.015346556413003538
M_18-24_Long,23,25-34_Long_Action,24,lawyer_Long_Comedy,25,0.0011093002580722215
25-34_Comedy,22,18-24_college-grad student_Long,29,F_Long_Comedy,27,0.016786657297664754
<18_K-12 student_Long,25,18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.02769955092811976
M_Adventure,26,Long_Adventure,32,F_35-44_lawyer_Drama,29,0.028569872779462095
25-34_other_Horror,24,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.014354070051591006
M_25-34_executive-managerial_Long,54,M_35-44_scientist_Long_Comedy,41,Drama,41,9.871666441528354e-07
35-44_academic-educator,27,35-44_programmer,31,lawyer_Comedy,25,0.026898211912384513
M_scientist,30,F_25-34,22,35-44_lawyer_Long_Comedy,25,0.03596041300926176
M_Comedy,29,35-44_programmer_Long,31,lawyer_Long_Drama,29,0.02968392213235257
35-44_academic-educator_Long,27,35-44_programmer,31,F_Drama,32,0.0028340169417819245
M_Long_Comedy,29,35-44_Long_Drama,22,F_35-44_lawyer_Comedy,25,0.03161394238419402
Long_War,25,18-24_college-grad student,29,F_lawyer_Long_Comedy,25,0.00012411778732335997
M_Horror,31,F,27,F_Long_Comedy,27,0.040006682877012666
25-34_Long_Sci-Fi,22,M_18-24_college-grad student,29,35-44_Comedy,26,0.022440002960029317
25-34_Adventure,24,M_18-24_college-grad student_Long,29,35-44_lawyer_Long_Comedy,25,0.02937970455719169
35-44_academic-educator_Long,27,35-44_Drama,22,F_lawyer_Comedy,25,0.009306056651132403
35-44_academic-educator_Long,27,M_programmer,36,F_lawyer_Comedy,25,0.019408091214114884
Long_Sci-Fi,33,M_18-24_other_Long,31,lawyer_Long_Comedy,25,0.015106457032140915
M_Comedy,29,35-44_programmer,31,lawyer_Long_Drama,29,0.02968392213235257
25-34_Long_Sci-Fi,22,M_18-24_college-grad student_Long,29,F_35-44_Long_Comedy,26,0.022440002960029317
F_Action,21,18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.018877718019981372
F_<18_Long,25,F,27,35-44_lawyer_Long_Drama,29,0.02058085438537604
scientist,30,M_college-grad student_Action,22,lawyer_Comedy,25,0.044809927717727405
M_35-44_Long,24,F_25-34_Long,22,F_35-44_lawyer_Comedy,25,0.000947309994209322
M_academic-educator,31,M_35-44_programmer_Long,31,35-44_lawyer_Long_Comedy,25,0.0006171653091394848
35-44_academic-educator,27,18-24_other_Long,31,Long_Comedy,32,0.001228946283425945
F_sales-marketing,79,college-grad student,112,F_35-44_lawyer,86,9.179361039532123e-06
M_academic-educator,31,F,27,M_Long,37,0.016810290334367806
M_35-44_Long,24,M_18-24_college-grad student_Long,29,lawyer_Long_Comedy,25,0.002731303182089731
M_academic-educator,31,M_35-44_programmer_Long,31,35-44_lawyer_Comedy,25,0.0006171653091394848
25-34_Long_Horror,30,F,27,35-44_Long_Comedy,26,0.04175105978496972
M_other_Action,21,M_18-24_college-grad student_Long,29,35-44_lawyer_Comedy,25,0.03100554171296482
25-34_Long_Comedy,22,F_Long,27,35-44_lawyer_Comedy,25,0.046539632795401055
F_<18_K-12 student_Long,25,M_18-24_other_Long,31,lawyer_Drama,29,0.0028350357053935084
M_Comedy,29,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.023639041821473514
War,25,18-24_college-grad student,29,35-44_Comedy,26,0.00012311375242015962
35-44_academic-educator_Long,27,programmer_Long,36,F_35-44_lawyer_Comedy,25,0.019408091214114884
Long_War,25,programmer,36,F_lawyer_Drama,29,0.026332623270255835
25-34_Drama,35,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,0.02120677648329191
M_scientist,30,M_college-grad student_Action,22,35-44_lawyer_Comedy,25,0.044809927717727405
35-44_academic-educator_Long,27,25-34_Long_Comedy,26,F_lawyer_Long_Comedy,25,0.0198662749960656
academic-educator_Long,38,M_programmer_Long,36,Long_Comedy,32,0.03424553973565288
War,25,35-44_programmer,31,M,37,0.038017330833385495
F_K-12 student,25,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.02769955092811976
M_25-34_scientist,30,M_35-44_programmer,31,lawyer_Long_Comedy,25,0.04322090991507979
M_academic-educator_Long,31,M_18-24_other,34,Long_Comedy,32,7.416766024691768e-06
M_scientist,30,25-34_Long_Comedy,26,35-44_lawyer_Comedy,25,0.03639195807002794
M_academic-educator,31,M_18-24_other,34,35-44_lawyer_Drama,29,7.921715611331594e-07
M_35-44_Long,24,35-44_programmer,31,35-44_lawyer_Long_Drama,29,0.00030981949563722
M_25-34_scientist_Long,30,F_25-34,22,F_35-44_lawyer_Comedy,25,0.03596041300926176
scientist_Long,30,M_25-34_Comedy,23,lawyer_Comedy,25,0.04549048847226462
25-34_Horror,30,Adventure,32,F_35-44_Long_Drama,29,0.02024276604929144
Long_Adventure,45,35-44_Long_Comedy,47,Long_Drama,41,1.1901994693883157e-05
M_Horror,31,F_Long,27,F_lawyer_Long_Comedy,25,0.04011826243610997
other_Long_Horror,25,M_18-24_college-grad student,29,F_Long_Comedy,27,0.012634484133005611
M_Adventure,26,18-24_college-grad student,29,F_lawyer_Long_Comedy,25,0.03053816926390392
M_Long_Sci-Fi,24,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.025475413582290274
M_academic-educator_Long,31,M_programmer,36,35-44_Long_Drama,30,3.0147675554101552e-05
18-24_Drama,25,M_18-24_college-grad student,29,lawyer_Comedy,25,0.012952924005147304
M_35-44,24,35-44_programmer,31,F_Comedy,28,0.0019470602115749943
M_Long_Comedy,29,M_18-24_other_Long,31,F_35-44_Long_Comedy,26,0.011201346758161182
18-24_Drama,25,18-24_college-grad student,29,F_lawyer_Comedy,25,0.012952924005147304
M_academic-educator,31,M_programmer_Long,36,M,37,0.007606582032538099
M_academic-educator,31,M_Long_Action,42,F_lawyer_Long_Drama,29,2.9670763007730815e-05
M_Long_War,21,35-44_Drama,22,F_lawyer_Long_Comedy,25,0.03220275660234173
Horror,44,M_Action,42,Drama,41,0.00015975607561195414
25-34_scientist,30,25-34_Action,24,35-44_lawyer_Comedy,25,0.031234586567617545
Sci-Fi,33,M_18-24_other,34,35-44_Drama,30,0.00036000569384076457
F_Long_Drama,30,Long_Adventure,32,35-44_Drama,30,0.038384253836333045
35-44_academic-educator,27,programmer_Long,36,F_Long_Comedy,27,0.01849275091074891
M_25-34_Comedy,21,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.04056129186663047
25-34_scientist,30,35-44_Drama,22,lawyer_Comedy,25,0.027669751525943982
academic-educator,38,35-44_scientist_Long_Comedy,41,Comedy,33,0.0012463136939397943
M_scientist,30,F_25-34,22,F_35-44_lawyer_Long_Comedy,25,0.03596041300926176
M_other_Horror,25,25-34_Action,24,F_35-44_lawyer_Long_Comedy,25,0.032715191169008576
M_25-34_Long_Sci-Fi,22,Sci-Fi,23,F_35-44_lawyer_Comedy,25,0.04486760163828716
M_25-34_Long_Comedy,21,Long_Sci-Fi,23,F_lawyer_Long_Comedy,25,0.038139948780207676
M_25-34_scientist_Long,30,F_25-34_Long,22,35-44_lawyer_Long_Comedy,25,0.03596041300926176
scientist_Long,30,college-grad student_Long_Action,22,F_lawyer_Comedy,25,0.044809927717727405
25-34_other_Horror,24,F,27,F_lawyer_Comedy,25,0.03925776461798336
25-34_scientist,30,college-grad student_Action,22,F_35-44_lawyer_Comedy,25,0.044809927717727405
Long_War,25,Sci-Fi,23,lawyer_Comedy,25,0.00018880635827081557
25-34_scientist_Long,30,M_35-44_Long_Drama,22,F_lawyer_Long_Comedy,25,0.027669751525943982
35-44_academic-educator_Long,27,programmer,36,35-44_Long_Drama,30,0.003933620437946574
M_Long_Comedy,29,F_25-34_Long,22,lawyer_Comedy,25,0.04442448668317524
M_Long_Sci-Fi,24,18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.025475413582290274
25-34_Comedy,22,18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.01795131435687518
M_academic-educator,31,M_programmer_Long,36,F_Long_Comedy,27,0.00026514300221541494
F_<18_K-12 student_Long,25,18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.02769955092811976
War,25,F_Long,27,35-44_lawyer_Comedy,25,0.00015546284530340159
35-44_academic-educator,27,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.013455120819298488
Long_Thriller,26,Sci-Fi,23,F_35-44_lawyer_Long_Comedy,25,0.027670045480013148
25-34_other_Long_Horror,24,18-24_college-grad student_Long,29,F_Long_Comedy,27,0.014354070051591006
M_Long_Comedy,29,F_Long,27,F_lawyer_Long_Drama,29,0.0034537803836349012
War,25,programmer,36,F_35-44_Comedy,26,0.03201514129548128
F_<18_K-12 student_Long,25,F_Long,27,lawyer_Drama,29,0.02058085438537604
M_Drama,50,M_Long_Action,42,Long_Drama,41,0.0073155004846244855
Thriller,26,18-24_other_Long,31,F_lawyer_Long_Comedy,25,0.0036923970956352996
35-44_academic-educator,27,Sci-Fi,23,F_35-44_Long_Comedy,26,0.013210432411739088
F_K-12 student_Long,25,18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.017813470054839846
F_Long_Action,21,F_Long,27,F_35-44_lawyer_Long_Comedy,25,0.044062146761682956
35-44_academic-educator_Long,27,Adventure,32,F_35-44_Long_Comedy,26,0.018777936317394092
M_Horror,31,M_Action,42,F_35-44_Long_Drama,29,0.038410639695274466
35-44_academic-educator_Long,27,F,27,F_Long_Comedy,27,0.009480769607191604
M_academic-educator,31,F_Long,27,lawyer_Comedy,25,0.0002083159536797103
25-34_other_Horror,24,M_18-24_college-grad student,29,35-44_lawyer_Comedy,25,0.015346556413003538
35-44_academic-educator,27,M_35-44_programmer,31,F_35-44_lawyer_Long_Comedy,25,0.026898211912384513
War,25,Sci-Fi,23,F_35-44_lawyer_Long_Comedy,25,0.00018880635827081557
<18_K-12 student_Long,25,18-24_other_Long,31,F_35-44_Long_Comedy,26,0.020701209501298567
M_executive-managerial,54,35-44_scientist_Long_Comedy,41,Long_Drama,41,9.871666441528354e-07
other_Long_Horror,25,18-24_college-grad student,29,F_Long_Comedy,27,0.012634484133005611
M_25-34_Adventure,23,Long_Sci-Fi,23,35-44_lawyer_Comedy,25,0.042734214218712374
Long_War,25,18-24_other_Long,31,F_Comedy,28,2.7389775200354146e-06
25-34_Long_Drama,35,M_18-24_other,34,F_Long_Comedy,27,0.00834482313132945
25-34_scientist_Long,30,35-44_programmer,31,35-44_lawyer_Long_Comedy,25,0.04322090991507979
M_25-34_Long_Drama,35,M_18-24_other_Long,31,Long_Comedy,32,0.01078009991084538
25-34_other_Long_Horror,24,F,27,F_35-44_Long_Drama,29,0.005888710220976653
M_25-34_scientist,30,F_Long,27,lawyer_Comedy,25,0.027675855968377176
M_35-44_Long,24,25-34_Long_Comedy,26,F_lawyer_Long_Comedy,25,0.0011350058041263201
M_academic-educator,31,35-44_programmer,31,35-44_lawyer_Drama,29,7.272360014915318e-05
M_25-34_Horror,30,35-44_programmer,31,F_Drama,32,0.044777756642897654
M_25-34_other_Horror,24,25-34_Long_Action,24,35-44_Long_Comedy,26,0.03966419213364065
M_Horror,31,Long_Adventure,32,lawyer_Long_Drama,29,0.027662729893376623
35-44_academic-educator,27,programmer_Long,36,F_lawyer_Long_Drama,29,0.004618526595257581
scientist_Long,30,M_35-44_programmer,31,lawyer_Comedy,25,0.04322090991507979
M_25-34_other_Horror,24,F_Long,27,F_lawyer_Drama,29,0.005888710220976653
M_Long_Comedy,29,35-44_Drama,22,F_lawyer_Long_Comedy,25,0.03161394238419402
M_35-44,24,Sci-Fi,23,F_35-44_lawyer_Comedy,25,0.000771167818256641
35-44_academic-educator_Long,27,Sci-Fi,23,F_35-44_lawyer_Long_Comedy,25,0.011533800898180693
F_Drama,30,M_18-24_other_Long,31,F_35-44_Drama,29,0.00041237246044678816
K-12 student_Long,25,F_Long,27,lawyer_Long_Drama,29,0.02058085438537604
M_35-44_Long,24,Sci-Fi,23,F_35-44_Long_Comedy,26,0.0008803466340176153
<18_K-12 student,25,M_18-24_other_Long,31,35-44_Long_Comedy,26,0.020701209501298567
M_other_Long_Horror,25,Long_Sci-Fi,23,F_35-44_Comedy,26,0.036024889069568314
25-34_Long_Adventure,24,18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.02937970455719169
25-34_Adventure,24,18-24_college-grad student,29,lawyer_Long_Comedy,25,0.02937970455719169
18-24_Drama,25,F,27,lawyer_Comedy,25,0.04011939371885089
Long_War,25,Long_Adventure,32,lawyer_Drama,29,0.0008874144962510857
M_other_Horror,25,Adventure,32,lawyer_Long_Drama,29,0.04280529846394444
35-44_academic-educator,27,Adventure,32,35-44_Long_Drama,30,0.0018677509613077403
25-34_Horror,30,18-24_other_Long,31,F_Comedy,28,0.006605293569216893
25-34_Adventure,24,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.02937970455719169
35-44_academic-educator,27,M_18-24_college-grad student,29,lawyer_Comedy,25,0.015375484056048279
F_sales-marketing,79,M_college-grad student_Long,112,35-44_lawyer,86,9.179361039532123e-06
M_Horror,31,Long_Adventure,32,35-44_lawyer_Drama,29,0.027662729893376623
M_25-34_scientist,30,M_35-44_programmer_Long,31,lawyer_Comedy,25,0.04322090991507979
M_Long_Comedy,29,programmer,36,lawyer_Long_Drama,29,0.02717541984576239
18-24_Long_Drama,25,18-24_other_Long,31,F_35-44_lawyer_Long_Drama,29,0.0006400666809756342
25-34_Long_Adventure,24,18-24_college-grad student,29,35-44_Comedy,26,0.032814075458987624
M_Long_Comedy,29,M_35-44_Drama,22,F_Long_Comedy,27,0.030313302527202286
M_Long_Horror,31,18-24_other_Long,31,F_lawyer_Comedy,25,0.0063240157884010125
F_sales-marketing_Long,79,M_scientist,93,lawyer_Long,86,4.215776980176537e-12
M_academic-educator,31,35-44_programmer_Long,31,35-44_lawyer_Long_Drama,29,7.272360014915318e-05
Long_War,25,M_18-24_college-grad student_Long,29,35-44_lawyer_Long_Comedy,25,0.00012411778732335997
M_25-34_Comedy,21,M_18-24_college-grad student,29,F_Long_Comedy,27,0.01856399394869363
academic-educator,38,Long_Action,46,Drama,41,0.0001888210519331466
M_25-34_Long_Comedy,21,Sci-Fi,23,lawyer_Long_Comedy,25,0.038139948780207676
M_other_Action,21,18-24_college-grad student_Long,29,lawyer_Comedy,25,0.03100554171296482
F_<18_K-12 student_Long,25,18-24_other_Long,31,lawyer_Drama,29,0.0028350357053935084
Long_War,25,25-34_Long_Action,24,F_35-44_lawyer_Long_Comedy,25,0.00021532946375210803
M_scientist,30,college-grad student_Action,22,lawyer_Long_Comedy,25,0.044809927717727405
M_25-34_Horror,30,M_Action,42,35-44_lawyer_Drama,29,0.029554688551098444
M_35-44,24,M_Adventure,29,35-44_lawyer_Long_Comedy,25,0.0009529197463288262
M_Long_Comedy,29,Long_Sci-Fi,23,F_lawyer_Comedy,25,0.028574002634608426
M_Comedy,29,Sci-Fi,23,35-44_Long_Comedy,26,0.033533441073236775
Long_Thriller,26,M_18-24_college-grad student,29,35-44_Comedy,26,0.011619382085886563
M_25-34_Adventure,23,M_18-24_college-grad student_Long,29,35-44_Long_Comedy,26,0.03117658484872683
War,25,M_18-24_other_Long,31,F_35-44_lawyer_Long_Drama,29,7.766031538104935e-07
M_Long_Action,55,M_other,55,Drama,41,0.0005318361447181175
25-34_other_Horror,24,F,27,35-44_lawyer_Long_Comedy,25,0.03925776461798336
War,25,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.00021532946375210803
M_25-34_Horror,30,F,27,35-44_Long_Comedy,26,0.04175105978496972
other_Horror,25,18-24_other_Long,31,F_35-44_Drama,29,0.00042366758893734493
18-24_Long_Drama,25,18-24_other_Long,31,lawyer_Long_Drama,29,0.0006400666809756342
M_35-44_Long,24,35-44_programmer_Long,31,F_lawyer_Long_Comedy,25,0.002018185262620478
M_academic-educator,31,M_35-44_programmer,31,F_35-44_lawyer_Drama,29,7.272360014915318e-05
Long_Thriller,26,M_18-24_other_Long,31,35-44_Drama,30,0.00036078490391887525
25-34_executive-managerial_Long,54,35-44_scientist_Long_Comedy,41,Long_Drama,41,9.871666441528354e-07
M_35-44,24,25-34_Long_Action,24,F_lawyer_Long_Comedy,25,0.0009457929926734769
M_25-34_other_Long_Horror,24,25-34_Long_Action,24,lawyer_Comedy,25,0.033998865253830654
M_25-34_Horror,30,18-24_other_Long,31,F_35-44_lawyer_Drama,29,0.0003128535306060845
F_<18_K-12 student_Long,25,18-24_college-grad student_Long,29,35-44_lawyer_Comedy,25,0.02769955092811976
M_Comedy,29,Sci-Fi,23,lawyer_Long_Comedy,25,0.028574002634608426
Long_Thriller,26,F,27,F_35-44_lawyer_Long_Comedy,25,0.03343244474888033
M_25-34_Sci-Fi,22,25-34_Long_Action,24,F_Long_Comedy,27,0.04578414582356714
M_25-34_Horror,30,F_Long,27,F_Comedy,28,0.04088676841313319
M_18-24,23,M_35-44_programmer_Long,31,35-44_lawyer_Long_Comedy,25,0.03864873425651719
other_Horror,25,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.013473646508122784
35-44_academic-educator_Long,27,35-44_Drama,22,F_Comedy,28,0.009645665412974257
M_War,21,M_18-24_college-grad student_Long,29,F_35-44_Long_Comedy,26,0.006755523616167691
M_35-44,24,Adventure,32,35-44_lawyer_Drama,29,7.563218246446324e-05
M_18-24_Long,23,18-24_college-grad student_Long,29,F_35-44_Comedy,26,0.000452289104008224
Long_Sci-Fi,33,18-24_other,34,35-44_lawyer_Drama,29,0.0004778676484942386
Thriller,26,Long_Adventure,32,F_lawyer_Drama,29,0.04670119371339582
18-24_Long_Drama,25,F_Long,27,F_Comedy,28,0.0453649113809266
18-24_Long_Drama,25,M_18-24_college-grad student,29,F_35-44_Comedy,26,0.014194747990673369
25-34_other_Horror,24,M_18-24_college-grad student_Long,29,35-44_lawyer_Long_Comedy,25,0.015346556413003538
M_25-34_executive-managerial_Long,54,35-44_Comedy,49,Drama,41,1.2247745671020493e-06
M_scientist_Long,30,F_25-34,22,F_35-44_lawyer_Comedy,25,0.03596041300926176
M_other_Horror,25,F_Long,27,35-44_Comedy,26,0.04486994909243938
25-34_other_Horror,24,25-34_Long_Action,24,F_35-44_lawyer_Comedy,25,0.033998865253830654
M_35-44,24,M_35-44_programmer,31,F_Comedy,28,0.0019470602115749943
Long_War,25,Adventure,32,35-44_Comedy,26,0.0016830593426835686
M_Long_Horror,31,F_Long,27,F_lawyer_Long_Drama,29,0.005055394988139517
War,25,M_Adventure,29,F_Long_Comedy,27,0.0029582048166469457
scientist,30,F_25-34,22,35-44_lawyer_Comedy,25,0.03596041300926176
M_18-24,23,25-34_Long_Action,24,35-44_Long_Comedy,26,0.0010755403468559247
35-44_academic-educator_Long,27,18-24_other_Long,31,35-44_lawyer_Drama,29,0.00024758824277905936
M_other_Horror,25,F_Long,27,35-44_lawyer_Comedy,25,0.0381636130054252
M_25-34_Sci-Fi,22,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.020291500996315128
M_Long_War,21,M_35-44_Long_Drama,22,F_35-44_lawyer_Long_Comedy,25,0.03220275660234173
25-34_scientist,30,M_18-24_college-grad student,29,lawyer_Long_Comedy,25,0.030849807255216098
25-34_Long_Horror,30,M_18-24_other_Long,31,F_lawyer_Comedy,25,0.005458120629692474
M_25-34_Long_Horror,30,F_Long,27,35-44_lawyer_Comedy,25,0.034129168770981204
M_executive-managerial_Long,54,programmer,36,Comedy,33,0.005196002912890429
Long_Thriller,26,18-24_other_Long,31,lawyer_Comedy,25,0.0036923970956352996
K-12 student,25,18-24_college-grad student,29,F_lawyer_Long_Comedy,25,0.02769955092811976
35-44_academic-educator,27,M_programmer,36,35-44_Drama,30,0.003933620437946574
M_25-34_scientist,30,25-34_Comedy,26,lawyer_Comedy,25,0.03639195807002794
25-34_Horror,30,Adventure,32,F_lawyer_Long_Drama,29,0.02024276604929144
other_Action,21,18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.03100554171296482
sales-marketing_Long,96,M_25-34,120,35-44,93,0.0009627150912049292
M_academic-educator_Long,31,M_Adventure,29,35-44_lawyer_Long_Comedy,25,0.00030294955987311895
M_Long_Horror,31,18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.0004385314924810102
<18_K-12 student_Long,25,F_Long,27,F_lawyer_Long_Drama,29,0.02058085438537604
M_35-44,24,25-34_Action,24,F_lawyer_Comedy,25,0.0009457929926734769
35-44_academic-educator,27,35-44_programmer_Long,31,F_35-44_Drama,29,0.0060506938759984676
25-34_scientist_Long,30,M_35-44_programmer_Long,31,lawyer_Comedy,25,0.04322090991507979
Long_Sci-Fi,33,M_Long_Action,42,lawyer_Drama,29,0.038950372581253154
25-34_other_Horror,24,Sci-Fi,23,35-44_Comedy,26,0.03748914090816837
M_35-44,24,M_Long_Adventure,29,35-44_Comedy,26,0.0010805628969990423
35-44_academic-educator_Long,27,M_35-44_Drama,22,35-44_Long_Comedy,26,0.010818876024155663
M_35-44_Long,24,programmer_Long,36,F_lawyer_Comedy,25,0.0011553798879467383
M_25-34_other_Long_Horror,24,25-34_Action,24,F_Long_Comedy,27,0.033426823459353945
M_35-44,24,M_Adventure,29,35-44_lawyer_Long_Drama,29,8.837418612416124e-05
M_18-24,23,M_25-34_Comedy,23,F_35-44_lawyer_Comedy,25,0.04571452440475086
25-34_Long_Drama,35,18-24_other_Long,31,F_Long_Drama,32,0.0009920379948242435
F_Long_Drama,30,18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.00041237246044678816
M_academic-educator_Long,31,18-24_other_Long,31,35-44_lawyer_Long_Drama,29,1.4050680759691694e-06
M_25-34_Action,46,M_35-44_Comedy,49,Long_Drama,41,2.7514310087028863e-05
M_25-34_other_Horror,24,F_Long,27,F_35-44_lawyer_Comedy,25,0.03925776461798336
M_25-34_other_Long_Horror,24,Sci-Fi,23,lawyer_Comedy,25,0.031956829892258606
25-34_Adventure,24,M_18-24_college-grad student_Long,29,35-44_Comedy,26,0.032814075458987624
M_scientist,30,college-grad student_Long_Action,22,35-44_lawyer_Comedy,25,0.044809927717727405
M_other_Horror,25,18-24_college-grad student_Long,29,35-44_Long_Comedy,26,0.014975828803500556
M_35-44_Long,24,35-44_programmer_Long,31,F_35-44_lawyer_Long_Drama,29,0.00030981949563722
25-34_executive-managerial,54,Long_Action,46,Comedy,33,0.006929159501225266
35-44_academic-educator_Long,27,Sci-Fi,23,F_35-44_Comedy,26,0.013210432411739088
M_War,21,Long_Sci-Fi,23,F_35-44_Comedy,26,0.017220244530525657
25-34_Drama,35,M_18-24_other_Long,31,F_35-44_Drama,29,0.002721651888782655
M_other_Long_Action,21,M_18-24_college-grad student_Long,29,lawyer_Comedy,25,0.03100554171296482
M_25-34_scientist_Long,30,25-34_Action,24,F_35-44_lawyer_Long_Comedy,25,0.031234586567617545
M_25-34_Sci-Fi,22,M_18-24_college-grad student,29,F_35-44_Comedy,26,0.022440002960029317
25-34_Horror,30,M_Action,42,lawyer_Drama,29,0.029554688551098444
M_academic-educator,31,programmer_Long,36,35-44_Long_Drama,30,3.0147675554101552e-05
M_academic-educator_Long,31,M_35-44_programmer_Long,31,M,37,0.013773775598768587
M_25-34_other_Horror,24,Long_Sci-Fi,23,F_lawyer_Comedy,25,0.031956829892258606
Sci-Fi,33,M_18-24_other_Long,31,lawyer_Comedy,25,0.015106457032140915
Long_Thriller,26,25-34_Action,24,35-44_Comedy,26,0.032400340887673004
M_25-34_scientist_Long,30,25-34_Comedy,26,F_lawyer_Comedy,25,0.03639195807002794
M_Long_Comedy,29,F,27,F_35-44_Drama,29,0.0034537803836349012
M_25-34_Long_Comedy,21,18-24_college-grad student,29,35-44_Long_Comedy,26,0.02225305392760264
M_25-34_Long_Comedy,21,18-24_college-grad student,29,F_35-44_Comedy,26,0.02225305392760264
M_18-24,23,35-44_programmer,31,F_35-44_Long_Comedy,26,0.037065718187918414
35-44_academic-educator_Long,27,programmer_Long,36,F_35-44_lawyer_Long_Comedy,25,0.019408091214114884
M_scientist,30,college-grad student_Action,22,35-44_lawyer_Comedy,25,0.044809927717727405
M_35-44_Long,24,M_35-44_Drama,22,F_35-44_Comedy,26,0.0003913402051021209
<18_Long,25,18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.02769955092811976
